ht
0.0123132301
0.0143688503
0.0140457495
0.0138400714
0.0136116932
0.0133817314
0.0131851868
0.0129233442
0.0126234117
0.0123253442
0.0127379058
0.0125015343
0.0122051032
0.0121103225
0.0119078717
0.0117041707
0.0115578863
0.011399107
0.0111635402
0.0112879775
0.0113137696
0.0110790451
0.0108741242
0.0107019203
0.0106233235
0.0104642718
0.0102407563
0.0100599337
0.0101760333
0.0102712412
0.0100316967
0.009798922
0.0096718931
0.0108944115
0.0108736754
0.0113135753
0.0110586768
0.0116747944
0.0114591067
0.0111886302
0.0111077381
0.010929
0.0106722239
0.01043221
0.0101904431
0.0100879262
0.0098551017
0.0096644633
0.009441021
0.0100759114
0.0099265919
0.0097038952
0.0098340976
0.0097657936
0.0095597796
0.0093390096
0.0108785552
0.0107594753
0.0106156236
0.0103759257
0.0112803758
0.0110144438
0.0109787692
0.0109688852
0.0114390734
0.0111690277
0.0109122838
0.0111636538
0.0109012712
0.0107257184
0.0106524946
0.0105951136
0.0107221486
0.0105437574
0.0104173475
0.0102200671
0.0101130659
0.0101125171
0.0098952934
0.0096872246
0.009466866
0.0092634135
0.0091303545
0.0089213698
0.0093768808
0.0093740697
0.0093064295
0.0090924075
0.0089608471
0.0093598411
0.0092948024
0.009162469
0.0092298736
0.0090957731
0.0089270276
0.0089760043
0.0094963011
0.0099546456
0.0100525535
0.0099551415
0.0097295994
0.0104480588
0.0102481073
0.0100928537
0.010022089
0.0097953118
0.0101590386
0.0100438268
0.0118501028
0.0115940605
0.0113770787
0.01180679
0.0116268716
0.0113520261
0.014528562
0.0148769761
0.0148986403
0.0145572758
0.0144539241
0.0141830075
0.0139045304
0.013598711
0.0135978576
0.0141305787
0.0137949348
0.0136880752
0.0133601686
0.0130820342
0.0127995787
0.0126952179
0.0125570439
0.0130455639
0.0128022236
0.0127929259
0.0130209811
0.0128992302
0.0129116533
0.0128241965
0.0125525504
0.0124927891
0.0140853997
0.0148089361
0.0189026418
0.0184769294
0.0197488975
0.0213861428
0.0214979538
0.0209893713
0.0204762687
0.0225818819
0.0220665224
0.0232145159
0.0232392187
0.0267122235
0.0273619612
0.0268542502
0.0272794963
0.0282103684
0.0296474282
0.0300423797
0.0293043397
0.0286581611
0.0283947204
0.0280576277
0.0273673246
0.0270374982
0.0263830679
0.0261334564
0.0260503616
0.0254508445
0.0248258657
0.0263047666
0.0258511191
0.025289139
0.0247043859
0.0244643608
0.0243268176
0.0237873921
0.0240474113
0.023649404
0.0230735482
0.022589931
0.0223009727
0.0218252329
0.0215902569
0.0213753241
0.0208525627
0.0203769897
0.0204125707
0.0200362965
0.0195471884
0.0191296655
0.0186634128
0.0199249406
0.0194402588
0.0192901728
0.0206491923
0.0202030123
0.0197331606
0.0195076671
0.0193722004
0.019111385
0.0202753968
0.0197815931
0.0204557309
0.0200233401
0.0204586061
0.020412163
0.0203715649
0.0218718158
0.0217264159
0.0211947484
0.0206764431
0.0201711881
0.0245352564
0.023937022
0.0243751969
0.0237770474
0.0282852244
0.0343044162
0.0354662779
0.0374732353
0.0368022378
0.0359792423
0.0352494939
0.0353547459
0.0363045705
0.0368481619
0.041382058
0.0403843199
0.0444791621
0.0434525459
0.0577284697
0.0564000769
0.0550271411
0.0548123708
0.0550544486
0.0552996355
0.0543298399
0.0546006528
0.0540361207
0.0528143549
0.051859497
0.051577849
0.0506732446
0.0494198488
0.0484148361
0.0474380816
0.0462704402
0.0460173618
0.044986463
0.0438944926
0.0430726658
0.0425880894
0.0427491623
0.0427722575
0.0417241215
0.040948847
0.0399404317
0.0389551742
0.0379934947
0.0370729289
0.0361576707
0.0353843614
0.0351745125
0.0346880614
