Date,AUSTRALIA,UK,CHINA,USA,EMU U$,EM U$,EUROPEAN UNION U$,EUROPE U$,NORTH AMERICA U$,WORLD U$,EM LATIN AMERICA U$
8/22/1995,447.014,1071.201,72.156,527.187,83.129,474.337,183.319,697.83,567.832,685.876,814.551
8/23/1995,445.444,1066.834,72.485,524.765,83.307,475.699,183.517,698.978,565.386,685,814.544
8/24/1995,447.473,1067.519,72.859,524.865,83.086,474.2,183.232,697.747,565.402,684.349,808.04
8/25/1995,448.297,1068.396,70.835,527.646,82.987,474.015,183.28,698.429,568.523,685.578,807.402
8/28/1995,451.585,1068.396,70.551,525.958,82.823,472.904,183.473,699.646,566.788,685.484,807.724
8/29/1995,450.523,1062.225,68.568,527.076,82.219,470.461,181.963,694.121,567.826,684.748,798.683
8/30/1995,453.168,1062.99,68.588,527.934,82.422,468.265,182.041,695.082,568.597,682.056,793.769
8/31/1995,452.487,1055.653,68.554,528.691,82.23,469.281,181.593,693.595,569.084,684.957,802.949
9/1/1995,451.717,1064.603,68.465,530.023,82.414,470.82,182.573,697.527,570.444,687.041,811.811
9/4/1995,448.311,1068.463,68.377,530.023,82.542,470.604,183.119,700.031,570.43,685.484,821.338
9/5/1995,448.783,1071.605,69.423,534.459,82.95,469.498,184.155,704.03,575.238,688.486,824.518
9/6/1995,454.415,1078.553,70.302,535.911,82.556,470.246,183.803,702.689,576.866,687.112,824.073
9/7/1995,451.79,1075.604,70.177,536.024,82.521,470.399,183.906,703.088,576.912,687.883,827.243
9/8/1995,450.806,1077.942,70.333,538.113,82.426,470.082,183.979,702.998,578.953,690.58,826.199
9/11/1995,451.742,1075.353,70.406,539.29,82.754,472.294,184.318,704.907,580.37,694.384,831.656
9/12/1995,452.252,1070.271,70.281,541.605,83.092,471.928,184.622,706.187,582.752,694.193,832.099
9/13/1995,456.276,1079.979,69.745,544.274,82.721,473.61,184.628,705.681,585.055,694.773,831.15
9/14/1995,453.514,1078.314,69.377,548.785,82.931,473.436,184.681,706.245,589.254,698.096,836.929
9/15/1995,455.976,1077.741,69.487,548.682,83.08,474.333,185.142,708.426,589.062,697.068,834.928
9/18/1995,455.049,1067.413,68.58,548.393,82.703,474.206,183.52,702.438,588.719,692.749,834.525
9/19/1995,454.055,1069.132,68.018,549.903,82.95,473.18,184.182,705.635,590.296,693.911,835.796
9/20/1995,453.707,1075.116,67.768,552.691,83.589,472.324,185.631,711.972,593.163,697.505,827.959
9/21/1995,450.896,1073.614,67.438,549.071,84.532,472.089,187.518,720.597,589.504,700.789,819.524
9/22/1995,448.943,1061.664,66.911,548.136,83.602,472.239,186.009,715.049,588.486,698.139,811.185
9/25/1995,447.646,1059.933,66.219,548.65,82.769,467.945,184.488,709.488,589.249,694.983,795.767
9/26/1995,447.106,1065.449,66.442,549.03,82.95,465.132,184.986,711.143,589.546,695.009,783.543
9/27/1995,446.391,1053.796,66.664,548.487,82.7,462.202,183.919,707.746,588.846,698.364,774.974
9/28/1995,444.223,1052.32,65.65,552.619,82.093,462.844,183.599,706.403,593.148,699.694,784.829
9/29/1995,447.479,1061.558,65.386,551.427,82.86,466.406,185.475,713.212,592.045,703.797,795.832
10/2/1995,448.398,1065.162,66.041,548.924,82.445,460.041,185.317,713.181,589.401,697.043,776.046
10/3/1995,447.202,1066.044,66.226,550.129,81.957,457.454,184.359,709.59,590.862,698.467,766.994
10/4/1995,440.559,1073.366,65.805,549.638,82.273,459.124,185.247,712.498,590.299,700.116,761.754
10/5/1995,440.519,1073.443,65.274,550.125,82.294,462.501,185.171,712.631,590.798,701.811,774.442
10/6/1995,439.077,1067.695,65.268,550.063,81.654,465.246,183.876,708.511,590.756,701.393,782.124
10/9/1995,437.458,1059.894,64.991,546.131,81.778,462.398,183.697,708.96,586.67,698.01,767.099
10/10/1995,430.472,1043.895,64.561,545.061,81.017,458.849,181.175,699.435,585.332,693.731,761.377
10/11/1995,431.996,1048.136,64.245,546.796,80.964,460.383,181.32,700.11,587.154,691.149,770.156
10/12/1995,434.12,1062.614,64.126,550.498,81.66,460.523,183.304,707.36,590.834,695.976,768.738
10/13/1995,438.988,1074.114,64.18,552.01,81.93,460.257,184.393,711.489,592.669,697.782,768.277
10/16/1995,441.054,1070.593,64.177,551.23,81.802,461.397,184.18,711.525,591.874,698.795,774.677
10/17/1995,440.781,1071.704,64.89,554.126,81.437,461.945,183.67,709.746,594.86,699.565,778.788
10/18/1995,440.897,1079.964,64.485,555.384,80.985,462.822,183.628,709.702,595.955,698.733,779.725
10/19/1995,441.449,1075.407,64.133,558.511,81.076,461.723,183.525,709.351,599.138,701.371,778.257
10/20/1995,439.659,1067.693,64.043,555.75,81.151,461.704,183.344,709.336,595.804,702.031,780.738
10/23/1995,435.621,1062.187,63.368,553.816,80.153,459.052,181.832,703.085,592.521,699.108,767.676
10/24/1995,434.56,1062.271,62.677,555.475,80.365,457.429,182.18,704.629,594.475,698.512,767.849
10/25/1995,436.825,1062.731,62.354,551.208,81.013,454.062,182.895,707.218,590.139,694.778,744.627
10/26/1995,435.538,1057.97,61.383,546.229,80.401,446.518,181.375,701.586,585.041,687.775,709.616
10/27/1995,431.724,1051.825,61.182,548.712,79.95,448.389,180.601,697.905,587.644,684.825,727.114
10/30/1995,430.923,1056.131,60.977,551.876,80.938,448.163,182.166,704.003,591.466,689.947,736.459
10/31/1995,431.99,1060.733,61.313,550.189,81.534,448.106,183.128,708.503,590.477,691.604,730.76
11/1/1995,427.452,1058.396,60.966,552.82,81.242,444.683,182.532,706.65,593.046,690.229,722.538
11/2/1995,427.901,1060.874,60.532,558.199,81.642,442.215,183.226,708.663,598.891,696.023,720.885
11/3/1995,435.361,1053.902,59.703,559.232,81.84,441.847,183.125,709.221,600.176,697.052,720.917
11/6/1995,438.734,1059.345,58.015,557.51,81.502,439.996,182.9,708.103,598.661,696.674,711.086
11/7/1995,439.824,1059.842,57.63,555.89,81.814,440.199,183.299,709.637,596.746,695.969,709.603
11/8/1995,439.37,1064.254,56.753,560.926,82.134,437.099,184.017,711.839,601.891,698.963,699.009
11/9/1995,443.865,1064.643,55.708,562.828,82.035,436.599,183.889,711.935,603.891,700.934,707.139
11/10/1995,441.593,1059.844,55.649,562.173,81.72,432.997,182.959,708.539,603.245,700.71,697.17
11/13/1995,440.382,1063.77,55.865,561.623,81.444,425.932,182.072,705.237,602.87,697.094,675.655
11/14/1995,442.096,1066.351,54.721,558.516,81.745,424.852,182.814,708.027,599.457,696.517,676.526
11/15/1995,438.187,1074.152,53.674,563.261,82.845,424.689,184.538,714.009,604.153,700.24,677.167
11/16/1995,438.123,1084.999,52.099,566.295,83.292,427.221,185.761,718.225,607.403,702.793,692.896
11/17/1995,441.285,1082.96,52.305,568.194,83.358,430.353,185.62,718.176,609.573,705.321,708.185
11/20/1995,442.346,1088.611,52.894,565.647,83.318,428.855,185.814,719.48,607.08,708.126,702.433
11/21/1995,446.489,1080.721,53.16,568.607,83.217,432.617,185.812,719.789,610.295,710.084,712.883
11/22/1995,448.192,1088.968,54.426,566.751,83.309,435.854,186.575,723.021,608.606,709.884,723.993
11/23/1995,449.637,1081.095,55.417,566.751,82.961,435.406,185.709,719.939,608.699,709.643,730.172
11/24/1995,449.998,1087.342,55.522,568.214,83.329,434.632,186.55,722.904,610.207,709.648,724.387
11/27/1995,451.065,1094.88,55.395,569.441,83.032,433.487,186.209,721.371,611.357,711.475,721.5
11/28/1995,449.993,1094.159,55.842,573.849,82.856,435.691,185.659,719.078,615.877,715.671,722.997
11/29/1995,450.681,1096.148,55.697,575.12,82.695,437.889,185.068,716.939,617.045,714.212,736.477
11/30/1995,450.056,1097.942,56.958,573.394,81.766,439.69,183.843,712.22,615.181,714.509,742.919
12/1/1995,451.669,1101.681,57.026,575,82.055,444.863,184.57,714.865,616.745,718.123,747.586
12/4/1995,461.004,1099.153,56.69,581.249,81.67,449.114,184.004,713.736,623.421,722.762,750.83
12/5/1995,461.392,1097.276,56.707,584.765,82.533,449.408,185.28,718.085,627.032,725.121,742.419
12/6/1995,460.255,1096.487,56.106,587.327,82.62,452.332,185.328,718.177,629.816,727.534,742.62
12/7/1995,461.098,1089.482,55.85,583.323,82.917,453.016,184.999,716.47,625.517,728.253,740.365
12/8/1995,457.394,1087.699,55.154,584.441,82.66,451.004,183.949,712.478,626.647,726.27,738.483
12/11/1995,461.273,1092.771,55.053,586.182,83.041,450.063,184.883,716.167,628.313,727.866,736.493
12/12/1995,463.548,1093.136,54.672,585.22,83.078,451.39,184.837,716.16,627.137,726.942,744.494
12/13/1995,465.946,1095.123,54.316,587.655,82.513,450.909,184.314,714.207,629.652,727.869,745.402
12/14/1995,465.045,1097.064,54.24,583.065,83.619,449.338,186.131,721.264,624.912,729.082,732.446
12/15/1995,463.276,1088.959,53.793,582.036,83.256,450.202,185.107,718.28,623.754,726.047,740.894
12/18/1995,460.189,1076.539,53.305,572.967,83.054,448.782,183.971,714.337,614.088,720.455,734.915
12/19/1995,455.225,1070.635,53.148,577.958,82.255,448.673,182.554,708.262,619.445,719.689,742.599
12/20/1995,459.263,1081.928,54.019,571.683,82.589,455.374,183.614,712.521,613.382,720.99,758.692
12/21/1995,459.851,1088.15,53.576,575.568,83.145,459.739,184.85,716.633,617.721,726.598,768.951
12/22/1995,460.478,1095.168,53.45,577.389,84.02,460.885,186.633,723.192,619.549,729.38,773.977
12/25/1995,460.478,1095.168,53.45,577.389,84.02,460.885,186.633,723.192,619.549,729.38,773.977
12/26/1995,460.478,1095.168,53.387,579.734,84.329,459.982,187.688,727.16,622.029,732.364,773.491
12/27/1995,459.504,1100.994,54.19,580.09,84.724,458.36,188.925,732.596,622.203,734.289,768.683
12/28/1995,458.704,1103.484,54.092,579.734,84.823,457.619,189.032,733.008,621.806,732.819,763.874
12/29/1995,457.984,1107.342,54.304,581.071,84.808,458.369,189.155,733.448,623.24,734.28,763.015
1/1/1996,457.984,1107.342,54.304,581.071,84.808,458.369,189.155,733.448,623.24,734.28,763.015
1/2/1996,463.139,1106.184,54.949,586.367,85.8,461.58,190.63,738.145,629.179,737.505,781.46
1/3/1996,470.004,1113.989,58.641,586.818,86.763,474.835,192.275,745.569,630.011,740.246,815.25
1/4/1996,468.629,1114.887,63.678,583.509,85.766,478.254,190.88,739.971,626.52,741.118,811.847
1/5/1996,469.614,1111.323,63.927,582.356,86.263,479.18,191.42,742.579,625.512,743.01,811.68
1/8/1996,471.767,1116.078,62.323,584.224,86.37,480.966,191.674,743.142,627.411,742.144,815.361
1/9/1996,469.034,1110.702,61.901,574.873,86.401,478.244,191.117,740.565,617.562,735.829,805.441
1/10/1996,463.571,1102.428,61.146,565.319,86.25,476.475,190.17,736.506,607.546,728.935,797.331
1/11/1996,465.531,1098.236,62.446,569.529,85.721,478.913,189.311,733.152,611.748,729.003,804.675
1/12/1996,463.032,1099.708,62.565,569.013,86.238,483.257,190.207,736.282,611.215,728.085,808.496
1/15/1996,461.515,1102.63,64.192,566.625,85.972,484.762,189.922,733.304,608.683,725.93,809.253
1/16/1996,463.88,1116.626,64.628,574.658,86.11,485.441,190.756,735.954,616.962,731.749,808.56
1/17/1996,464.644,1114.324,63.706,572.623,85.989,485.223,189.962,731.961,614.886,729.858,809.908
1/18/1996,463.703,1126.907,63.488,574.419,86.006,481.986,190.359,733.793,617.07,729.543,813.523
1/19/1996,463.104,1126.996,64.18,578.176,86.326,486.089,190.216,732.665,620.995,731.604,823.982
1/22/1996,465.788,1128.988,64.023,579.869,86.163,490.703,190.176,732.916,622.817,730.351,831.756
1/23/1996,461.766,1123.5,63.404,579.446,85.523,491.906,188.97,727.904,622.338,727.8,833.776
1/24/1996,458.86,1129.829,63.308,585.663,86.003,489.317,190.023,731.235,628.915,731.537,829.663
1/25/1996,463.02,1123.278,62.604,582.644,86.4,489.016,190.24,731.857,625.693,731.92,828.233
1/26/1996,463.02,1122.566,61.775,587.124,85.48,487.516,188.28,723.516,630.328,732.951,825.998
1/29/1996,468.053,1122.42,61.745,589.562,85.92,486.888,189.019,725.792,633.222,734.587,830.308
1/30/1996,465.028,1124.372,61.906,595.207,86.25,489.308,189.561,728.299,639.291,738.157,837.723
1/31/1996,470.139,1133.112,62.614,600.799,87.34,490.519,191.91,736.94,644.915,746.451,839.934
2/1/1996,469.845,1131.024,62.818,603.01,87.323,494.445,191.884,737.279,647.428,748.54,851.774
2/2/1996,470.264,1139.2,63.082,600.424,87.493,502.757,193.043,740.914,644.927,748.475,865.634
2/5/1996,464.814,1129.023,63.22,605.668,87.287,501.787,192.726,739.927,650.143,751.53,857.93
2/6/1996,465.191,1128.935,64.831,610.068,87.404,500.329,193.206,742.251,654.821,754.062,854.161
2/7/1996,466.024,1122.395,65.684,613.285,87.33,499.913,192.63,740.176,658.163,756.456,846.534
2/8/1996,468.097,1117.827,65.469,619.121,86.934,498.633,191.856,737.202,664.262,758.331,850.697
2/9/1996,466.583,1119.475,64.381,619.184,86.831,496.324,191.706,736.591,664.134,756.617,847.119
2/12/1996,464.261,1122.356,63.835,623.615,87.13,494.84,192.249,739.047,668.756,760.09,845.154
2/13/1996,470.954,1127.641,63.213,623.17,87.486,495.528,193.15,742.031,668.248,759.141,844.877
2/14/1996,473.158,1126.742,64.173,618.936,87.197,497.566,192.961,741.883,663.857,758.326,839.353
2/15/1996,472.031,1139.342,64.949,615.771,86.977,498.111,193.426,743.575,660.292,758.093,830.643
2/16/1996,471.46,1137.284,65.356,612.511,87.33,494.088,194.187,747.164,657.067,758.357,822.779
2/19/1996,464.902,1129.015,65.356,612.511,87.357,492.194,193.711,746.273,656.838,759.011,821.277
2/20/1996,460.689,1119.631,65.426,606.033,86.412,489.401,191.664,738.09,649.945,748.909,815.959
2/21/1996,461.479,1123.09,65.613,612.96,86.709,486.998,192.563,741.218,656.921,752.889,819.872
2/22/1996,464.777,1127.418,65.364,622.714,87.515,491.521,194.096,746.968,667.153,759.534,827.32
2/23/1996,465.352,1127.614,65.52,623.381,88.477,491.955,195.352,752.428,667.651,761.102,828.704
2/26/1996,467.11,1117.9,65.027,615.131,88.154,491.984,194.262,748.821,659.201,756.866,822.798
2/27/1996,465.634,1121.409,64.888,612.172,88.161,489.244,194.608,749.855,656.287,752.99,815.732
2/28/1996,467.06,1127.008,65.08,609.694,88.729,487.977,195.491,753.344,653.643,752.175,811.797
2/29/1996,471.361,1124.474,64.467,606.038,88.301,481.92,194.4,748.998,649.903,749.857,788.932
3/1/1996,475.445,1132.391,64.375,609.421,88.667,486.95,195.276,752.533,653.656,752.703,806.51
3/4/1996,477.35,1137.378,64.554,615.649,88.462,489.995,195.334,753.084,660.132,755.619,813.059
3/5/1996,474.218,1141.032,64.876,620.951,88.125,490.712,194.999,751.511,665.675,758.098,811.376
3/6/1996,473.029,1134.687,64.999,617.032,88.081,488.246,194.573,750.899,661.468,755.365,793.311
3/7/1996,466.329,1134.902,64.019,618.864,88.12,483.215,194.669,755.056,663.341,754.622,776.402
3/8/1996,465.505,1121.485,63.593,600.277,87.035,477.78,192.025,745.069,643.995,742.72,762.644
3/11/1996,448.543,1111.811,60.527,605.845,85.665,470.306,189.59,735.663,649.927,740.125,769.593
3/12/1996,457.272,1103.138,61.052,602.918,86.028,473.818,189.436,736.458,647.019,740.446,768.575
3/13/1996,452.835,1102.495,60.26,604.379,86.466,474.653,190.218,740.345,648.558,740.858,777.119
3/14/1996,453.407,1114.059,60.111,606.499,87.02,476.694,191.752,746.195,650.857,745.284,776.121
3/15/1996,458.684,1102.976,61.373,607.892,86.806,477.808,190.695,741.735,652.152,746.25,774.208
3/18/1996,458.956,1110.266,61.442,618.239,87.353,477.688,192.47,748.646,662.902,754.083,779.712
3/19/1996,463.89,1116.709,62.419,617.096,87.915,479.686,193.706,753.493,661.806,756.298,786.965
3/20/1996,462.269,1114.36,62.773,615.365,87.839,479.344,193.67,753.348,659.979,754.877,786.836
3/21/1996,465.506,1118.619,62.481,614.332,87.979,484.032,193.998,754.79,658.812,757.65,795.768
3/22/1996,460.974,1120.237,62.149,615.88,87.887,486.178,194.005,755.404,660.415,758.074,802.476
3/25/1996,463.049,1112.108,62.514,615.469,88.225,487.396,193.489,754.375,660.114,760.226,804.062
3/26/1996,465.391,1105.904,61.422,618.383,87.971,486.417,192.583,750.843,663.222,760.789,799.594
3/27/1996,464.654,1109.299,61.36,614.301,88.031,484.194,192.705,750.883,659.048,759.659,796.834
3/28/1996,459.283,1109.759,61.25,614.504,88.26,482.441,193.177,752.203,659.188,760.386,796.73
3/29/1996,457.643,1118.428,61.51,611.159,88.708,484.796,194.403,756.568,655.711,761.184,797.198
4/1/1996,458.279,1125.513,61.703,618.971,88.725,485.898,194.743,757.498,664.04,765.481,804.378
4/2/1996,460.442,1128.532,62.038,620.354,89.25,487.279,195.449,760.156,665.703,767.442,802.854
4/3/1996,459.704,1127.253,62.461,621.158,89.238,486.371,195.452,759.007,666.487,767.493,800.518
4/4/1996,456.753,1136.832,62.195,621.169,89.513,486.965,196.422,762.276,666.347,767.706,800.518
4/5/1996,456.753,1136.832,61.975,621.169,89.311,487.211,196.247,761.781,666.392,768.377,800.093
4/8/1996,456.753,1136.832,61.371,609.984,89.5,483.198,196.579,763.134,654.894,761.288,785.524
4/9/1996,455.947,1136.402,60.484,607.536,89.072,481.535,195.617,758.544,652.444,759.546,785.779
4/10/1996,456.855,1139.402,60.508,599.201,89.639,483.818,196.105,759.712,644.103,755.921,791.973
4/11/1996,459.719,1133.569,60.3,596.687,88.939,484.198,194.8,754.328,641.65,753.072,792.355
4/12/1996,462.995,1139.421,59.992,602.345,88.998,489.301,195.053,755.086,647.318,755.859,812.709
4/15/1996,466.882,1146.546,59.729,607.871,89.298,491.678,195.765,757.016,653.242,761.181,819.552
4/16/1996,465.029,1157.167,59.164,610.53,89.417,495.132,196.563,760.524,656.106,763.721,820.007
4/17/1996,466.67,1151.915,58.975,607.52,89.072,498.033,195.791,757.929,652.904,760.962,824.812
4/18/1996,464,1157.781,58.141,609.962,89.074,499.343,196.178,759.117,655.304,762.912,829.586
4/19/1996,466.495,1170.128,57.949,611.202,89.778,502.224,198.533,768.209,656.57,767.836,838.889
4/22/1996,466.805,1168.864,57.701,614.062,90.446,502.734,199.027,770.731,659.712,772.622,838.167
4/23/1996,473.653,1162.314,57.904,616.834,90.273,501.514,198.509,768.406,662.729,774.537,835.813
4/24/1996,477.057,1158.21,57.331,615.388,90.209,502.515,198.018,766.867,661.29,773.743,837.07
4/25/1996,477.057,1158.64,56.805,617.851,89.706,500.636,197.239,764.027,663.73,774.472,841.587
4/26/1996,479.381,1161.458,56.818,618.665,90.196,500.853,198.006,767.342,664.752,777.95,839.124
4/29/1996,477.542,1154.374,57.107,619.264,90.016,500.011,197.251,764.426,665.355,779.427,836.749
4/30/1996,476.625,1156.835,58.265,619.162,89.634,502.463,196.494,760.684,665.194,777.929,837.052
5/1/1996,476.795,1153.239,60.958,619.657,89.658,503.055,196.042,758.871,665.689,775.153,837.861
5/2/1996,478.786,1144.845,62.176,609.411,89.669,502.57,195.795,757.563,655.034,769.027,834.289
5/3/1996,472.949,1134.344,60.478,607.701,89.079,498.438,194.589,752.882,653.33,766.297,829.116
5/6/1996,472.785,1134.344,59.814,606.801,89.066,495.35,194.84,753.293,652.439,765.606,830.103
5/7/1996,475.669,1126.941,59.503,604.097,89.333,498.635,194.87,753.575,649.863,762.595,837.653
5/8/1996,472.921,1122.152,59.627,610.36,88.955,497.96,194.312,750.86,656.183,765.562,845.012
5/9/1996,468.46,1126.406,59.311,610.314,89.245,497.167,195.242,753.445,656.185,765.173,850.684
5/10/1996,463.128,1133.037,58.388,617.066,89.235,500.399,195.713,755.551,663.215,767.254,852.711
5/13/1996,463.432,1127.674,58.703,625.903,89.014,503.073,194.636,751.388,672.265,769.932,860.821
5/14/1996,464.896,1131.997,58.125,630.151,89.468,504.486,195.58,755.023,676.729,772.815,859.42
5/15/1996,464.119,1135.12,58.332,629.569,89.946,503.817,196.299,757.23,676.113,775.495,860.368
5/16/1996,460.902,1129.124,58.158,629.602,89.661,501.338,195.493,754.065,676.08,775.452,858.75
5/17/1996,463.038,1139.509,58.248,633.299,90.508,502.427,197.546,761.975,679.913,778.17,864.802
5/20/1996,462.856,1137.478,59.412,637.743,90.284,502.304,197.134,759.44,684.342,779.298,874.877
5/21/1996,460.866,1140.349,60.036,637.351,90.341,501.478,197.296,759.844,684.229,779.682,877.661
5/22/1996,461.488,1133.15,60.155,642.222,89.969,499.852,196.188,755.09,689.169,780.273,879.912
5/23/1996,464.209,1128.343,59.936,640.037,90.105,497.43,196.203,755.24,686.754,777.211,868.315
5/24/1996,463.904,1129.913,59.387,642.521,89.866,499.038,195.959,754.978,689.369,777.345,869.226
5/27/1996,465.68,1129.913,59.773,642.521,89.957,499.141,196.07,755.348,689.407,776.818,871.024
5/28/1996,465.185,1133.058,59.433,636.816,90.062,498.276,196.376,756.158,683.431,774.184,871.324
5/29/1996,465.573,1138.432,60.158,632.848,89.804,497.634,196.703,756.771,679.386,772.638,861.677
5/30/1996,462.969,1129.494,60.17,637.028,89.847,498.333,196.952,758.071,683.876,776.175,862.64
5/31/1996,464.644,1130.325,60.59,634.651,90.573,498.991,198.77,765.168,681.459,777.437,860.329
6/3/1996,455.77,1128.522,60.25,633.265,90.38,497.949,198.439,763.961,680.102,773.71,851.818
6/4/1996,456.808,1132.473,59.958,637.64,90.33,497.065,198.823,765.369,684.495,776.313,851.896
6/5/1996,455.226,1130.471,59.27,643.247,90.67,497.301,198.99,766.251,690.039,779.461,854.85
6/6/1996,452.438,1132.361,58.727,638.661,90.932,498.464,199.136,767.081,685.221,776.213,855.774
6/7/1996,454.007,1116.238,59.54,638.703,90.044,498.197,196.845,757.781,685.084,773.08,852.212
6/10/1996,454.007,1122.584,59.022,637.638,90.545,496.952,197.542,760.766,684.01,773.047,846.308
6/11/1996,454.245,1130.182,58.992,636.764,90.619,493.74,198.362,763.577,682.92,773.443,840.561
6/12/1996,452.072,1134.284,59.398,635.44,90.923,494.384,198.831,765.732,681.383,774.921,844.496
6/13/1996,449.603,1132.88,59.469,634.789,90.541,494.471,197.989,763.2,680.489,773.985,845.758
6/14/1996,452.338,1131.088,61.209,632.764,90.724,496.727,198.488,765.459,678.107,775.652,854.047
6/17/1996,449.942,1133.386,61.607,632.106,91.185,498.801,199.597,769.402,677.639,775.319,866.415
6/18/1996,454.166,1130.791,62.659,628.356,91.565,500.466,199.914,771.232,673.996,776.239,872.922
6/19/1996,455.112,1130.341,61.858,628.768,91.131,500.667,199.36,769.362,674.544,775.942,874.305
6/20/1996,458.664,1123.082,61.63,629.048,90.424,499.388,197.995,764.709,674.728,775.091,869.562
6/21/1996,459.662,1122.024,61.547,633.806,90.317,500.286,197.712,763.964,679.528,777.131,878.8
6/24/1996,460.465,1118.769,61.691,636.091,90.575,501.39,197.787,764.517,682.127,779.699,884.849
6/25/1996,458.839,1108.723,61.071,635.746,90.906,499.769,197.569,763.416,681.839,778.814,877.684
6/26/1996,457.823,1112.928,60.894,631.756,91.064,500.87,198.116,766.258,677.456,777.21,886.749
6/27/1996,455.001,1107.836,60.709,635.631,91.045,501.744,197.849,765.499,681.237,778.07,885.491
6/28/1996,454.768,1117.408,61.329,637.351,91.607,501.041,199.645,772.185,683.176,780.202,881.111
7/1/1996,455.387,1122.498,60.605,642.62,91.486,501.732,199.989,773.474,688.613,783.213,883.876
7/2/1996,458.005,1123.476,60.941,640.247,91.247,503.326,199.716,772.826,686.271,779.905,893.105
7/3/1996,452.418,1120.578,61.098,639.006,91.331,505.071,199.774,772.963,685.195,778.536,897.167
7/4/1996,450.443,1133.536,60.881,639.006,91.838,505.452,201.329,778.678,685.329,780.083,900.733
7/5/1996,452.343,1129.426,61.049,624.761,91.021,501.487,199.603,771.459,670.427,769.603,886.708
7/8/1996,444.341,1128.33,59.701,619.966,90.211,498.119,198.455,767.246,665.343,763.04,878.613
7/9/1996,445.832,1130.544,60.304,622.05,90.652,500.234,199.145,770.856,667.857,766.169,888.087
7/10/1996,445.719,1133.749,60.335,622.944,90.494,498.901,199.171,771.178,668.965,765.876,881.473
7/11/1996,441.432,1128.764,59.844,613.025,90.396,496.262,198.727,770.477,658.437,760.555,877.142
7/12/1996,436.507,1122.195,59.374,612.945,89.506,493.379,196.941,763.591,658.271,755.912,879.384
7/15/1996,433.757,1115.549,59.36,597.822,88.857,487.494,195.647,758.795,642.203,746.784,859.511
7/16/1996,424.481,1095.759,59.593,597.188,88.308,482.147,193.965,753.262,641.309,743.816,853.283
7/17/1996,422.466,1102.743,59.773,602.482,88.959,484.357,194.836,756.267,646.815,748.071,856.713
7/18/1996,427.12,1112.721,60.13,611.987,89.309,486.594,195.715,758.79,656.991,755.31,863.887
7/19/1996,435.464,1119.194,60.546,607.405,89.714,490.435,196.879,763.304,652.289,754.323,873.509
7/22/1996,434.516,1110.489,60.799,602.963,88.733,486.699,195.12,755.262,647.455,747.173,865.239
7/23/1996,430.019,1119.009,60.063,595.318,88.769,483.538,195.738,757.698,639.128,743.979,861.15
7/24/1996,423.808,1106.709,59.481,595.716,87.482,476.3,193.283,746.411,639.32,737.257,848.23
7/25/1996,424.543,1112.896,59.192,600.347,88.571,474.798,195.341,755.313,644.231,742.901,846.352
7/26/1996,431.55,1110.364,59.92,604.96,88.048,470.189,194.442,752.159,649.185,746.051,837.686
7/29/1996,429.498,1112.007,59.959,600.151,88.235,466.873,194.974,754.455,643.966,743.526,833.686
7/30/1996,428.884,1109.25,58.963,603.942,88.278,465.384,194.767,753.238,647.884,744.896,846.154
7/31/1996,440.365,1119.574,58.841,608.263,89.528,465.872,197.077,761.075,652.464,751.451,844.723
8/1/1996,441.601,1129.199,59.084,618.219,90.186,473.637,198.627,766.158,662.827,759.411,862.518
8/2/1996,445.869,1139.685,59.206,629.549,90.734,479.341,199.477,771.535,674.759,766.953,878.211
8/5/1996,450.746,1145.302,59.325,627.58,90.632,481.529,199.774,773.1,672.761,767.858,872.45
8/6/1996,447.946,1144.595,59.302,629.499,90.213,478.684,198.823,769.934,674.727,765.429,870.619
8/7/1996,447.584,1151.005,59.231,631.141,90.343,479.163,199.685,773.679,676.503,764.445,871.559
8/8/1996,448.824,1151.869,60.106,630.038,90.376,476.939,200.203,775.011,675.485,764.832,872.137
8/9/1996,448.079,1151.451,60.107,627.664,90.178,477.037,199.929,774.342,673.052,762.406,872.63
8/12/1996,447.955,1149.011,59.897,632.748,90.245,476.444,199.992,774.235,678.393,766.216,875.451
8/13/1996,450.358,1154.757,59.799,627.583,90.354,474.121,200.521,776.139,672.931,764.878,865.534
8/14/1996,448.364,1158.118,59.477,629.441,89.978,471.393,200.272,775.395,674.837,766.057,866.02
8/15/1996,449.056,1159.718,59.567,629.28,90.183,471.484,200.649,776.488,674.714,765.735,876.308
8/16/1996,450.2,1169.981,60.561,632.561,89.997,472.137,200.947,777.617,678.214,767.364,883.259
8/19/1996,456.565,1166.395,61.092,633.735,90.314,469.288,200.955,777.944,679.523,769.052,879.181
8/20/1996,456.02,1171.886,60.574,633.096,90.832,470.148,202.197,782.76,679.139,770.202,886.756
8/21/1996,459.912,1169.637,60.748,632.002,90.639,472.731,202.005,782.48,678.19,771.481,881.302
8/22/1996,457.024,1175.085,61.719,637.357,90.563,472.45,202.224,783.1,683.786,775.175,875.442
8/23/1996,461.334,1181.332,61.898,634.329,90.994,474.66,203.484,788.227,680.763,774.508,870.939
8/26/1996,458.983,1181.332,61.997,631.971,91.106,472.484,203.847,789.85,678.232,772.278,860.706
8/27/1996,455.632,1181.567,61.032,634.26,91.288,475.069,204.089,790.691,680.573,773.29,872.946
8/28/1996,460.405,1184.834,59.715,632.706,91.259,477.314,204.47,791.551,679.074,770.969,878.333
