Date,AUSTRALIA,UK,CHINA,USA,EMU U$,EM U$,EUROPEAN UNION U$,EUROPE U$,NORTH AMERICA U$,WORLD U$,EM LATIN AMERICA U$
6/30/2011,941.545,1760.847,66.012,1263.125,184.756,1146.219,390.238,1554.629,1417.888,1331.182,4463.579
7/1/2011,937.137,1773.835,66.015,1281.283,186.068,1156.74,392.988,1564.265,1436.679,1343.806,4529.21
7/4/2011,940.408,1781.831,67.516,1281.283,186.615,1169.495,394.734,1570.808,1437.678,1348.178,4547.699
7/5/2011,938.035,1783.403,67.496,1280.068,184.968,1166.199,393.255,1566.396,1436.588,1345.933,4501.028
7/6/2011,939.29,1777.509,66.766,1281.38,181.75,1161.171,387.245,1545.006,1436.99,1341.981,4469.497
7/7/2011,939.408,1792.825,66.865,1294.715,183.424,1167.606,391.095,1558.071,1451.781,1352.385,4480.869
7/8/2011,948.313,1774.151,67.413,1285.964,179.093,1163.926,384.483,1534.496,1441.599,1343.125,4420.267
7/11/2011,933.136,1755.997,66.263,1262.354,171.068,1142.817,371.009,1485.26,1415.074,1314.812,4318.643
7/12/2011,915.707,1738.121,63.882,1256.717,169.945,1121.268,368.229,1474.812,1409.794,1307.279,4294.226
7/13/2011,919.35,1749.09,65.139,1260.745,173.532,1137.88,375.608,1503.381,1416.246,1320.34,4360.742
7/14/2011,913.715,1731.329,65.305,1251.963,171.955,1135.424,372.117,1490.605,1406.546,1310.831,4310.413
7/15/2011,910.089,1730.015,65.07,1259.627,170.728,1135.599,370.335,1483.545,1415.01,1313.169,4297.891
7/18/2011,909.255,1703.087,64.715,1249.032,166.301,1122.393,361.152,1447.561,1402.811,1297.04,4245.682
7/19/2011,908.171,1714.164,64.729,1269.543,170.29,1129.001,368.822,1476.351,1426.234,1316.539,4297.217
7/20/2011,925.057,1732.917,65.149,1268.795,173.037,1136.794,373.773,1495.989,1426.067,1324.115,4286.605
7/21/2011,926.05,1746.552,64.891,1285.638,178.348,1143.293,383.031,1530.88,1444.584,1343.718,4358.745
7/22/2011,934.895,1756.867,66.274,1287.165,179.119,1153.183,384.965,1537.941,1445.78,1348.695,4365.81
7/25/2011,919.69,1753.995,65.455,1279.725,177.484,1148.18,382.398,1531.07,1438.257,1340.939,4377.371
7/26/2011,928.381,1755.577,66.387,1274.793,178.805,1156.561,385.07,1540.449,1432.056,1342.401,4377.317
7/27/2011,920.868,1733.909,66.399,1248.572,174.774,1148.991,377.708,1512.353,1401.955,1318.959,4262.747
7/28/2011,905.783,1738.967,66.167,1244.77,172.952,1145.395,375.775,1504.096,1398.126,1312.625,4291.84
7/29/2011,897.504,1722.052,65.563,1237.126,172.531,1137.731,374.674,1500.683,1388.395,1306.054,4307.309
8/1/2011,911.933,1709.721,66.274,1232.078,166.129,1147.596,364.012,1465.327,1382.451,1297.225,4296.199
8/2/2011,898.343,1693.46,65.189,1200.196,162.811,1126.968,358.476,1440.328,1347.899,1269.437,4183.888
8/3/2011,877.432,1654.241,63.92,1206.21,160.403,1102.593,352.512,1418.784,1354.207,1262.707,4096.362
8/4/2011,865.92,1597.739,63.598,1147.698,153.024,1073.021,337.064,1356.567,1289.235,1208.397,3887.321
8/5/2011,831.763,1554.65,60.97,1146.178,151.131,1041.068,331.646,1335.352,1284.758,1194.049,3863.475
8/8/2011,807.85,1502.237,59.299,1069.116,144.661,990.185,318.002,1280.963,1200.806,1132.908,3543.011
8/9/2011,819.547,1530.715,56.138,1120.427,146.212,968.51,321.918,1301.18,1257.018,1164.914,3616.318
8/10/2011,842.612,1483.832,57.38,1072.248,138.754,980.744,307.903,1248.723,1209.359,1130.331,3677.909
8/11/2011,841.668,1529.649,56.992,1121.956,143.848,989.948,319.125,1287.976,1263.039,1166.539,3772.807
8/12/2011,847.275,1576.222,56.968,1128.024,148.932,989.737,329.742,1330.21,1269.093,1180.821,3798.68
8/15/2011,869.65,1585.172,59.153,1152.757,152.36,1013.414,336.256,1353.533,1296.486,1204.8,3906.335
8/16/2011,861.253,1587.217,59.213,1141.376,151.169,1018.644,334.948,1347.954,1283.725,1196.576,3897.868
8/17/2011,872.406,1579.217,59.178,1142.009,152.15,1024.451,336.8,1355.737,1285.142,1200.345,3954.251
8/18/2011,862.289,1508.569,58.144,1090.685,142.671,995.439,317.022,1279.5,1227.393,1147.862,3790.127
8/19/2011,832.328,1493.305,56.127,1074.063,140.923,970.157,314.442,1268.172,1209.496,1131.692,3772.064
8/22/2011,829.262,1509.83,55.533,1074.159,141.705,966.06,315.921,1274.771,1209.757,1131.334,3759.308
8/23/2011,847.422,1520.294,56.909,1111.085,142.592,985.803,318.48,1285.78,1249.793,1157.748,3840.273
8/24/2011,845.107,1542.879,55.642,1125.587,145.357,978.209,323.17,1305.157,1265.071,1168.582,3842.334
8/25/2011,853.959,1520.582,56.636,1107.752,143.436,973.051,317.629,1283.794,1246.643,1154.639,3774.997
8/26/2011,851.223,1520.163,56.114,1125.118,142.188,975.924,315.879,1275.818,1264.045,1163.018,3796.579
8/29/2011,863.796,1520.163,57.135,1157.213,147.195,1004.57,324.037,1306.506,1299.724,1190.92,3931.213
8/30/2011,865.242,1561.167,58.245,1160.149,146.365,1013.682,325.276,1311.291,1303.644,1196.181,3970.123
8/31/2011,871.35,1598.535,59.392,1165.71,150.318,1033.15,333.868,1346.723,1311.068,1211.224,4051.929
9/1/2011,873.624,1605.458,59.713,1151.913,148.833,1038.001,331.531,1341.35,1296.736,1203.166,4099.934
9/2/2011,860.875,1567.948,58.607,1122.731,143.508,1021.884,321.801,1304.81,1265.502,1175.264,3967.055
9/5/2011,839.728,1511.942,56.572,1122.731,135.764,989.595,306.13,1241.801,1264.171,1153.568,3818.312
9/6/2011,826.299,1527.969,56.752,1114.663,133.595,988.054,304.226,1228.002,1255.13,1141.908,3886.025
9/7/2011,848.638,1575.919,57.767,1146.848,138.394,1009.751,314.197,1266.32,1290.103,1173.437,3919.957
9/8/2011,849.055,1582.332,57.364,1134.83,138.812,1013.527,316.247,1272.599,1278.117,1169.618,3951.631
9/9/2011,849.927,1545.06,57.137,1104.601,130.706,992.306,301.013,1214.359,1242.914,1134.677,3811.002
9/12/2011,817.876,1520.031,54.62,1112.136,125.402,969.97,290.951,1175.274,1247.849,1122.684,3747.752
9/13/2011,824.31,1533.171,54.605,1122.495,127.893,964.426,295.037,1191.778,1259.622,1134.649,3727.11
9/14/2011,810.475,1548.753,54.482,1137.819,130.852,952.548,299.377,1209.103,1275.771,1145.071,3740.742
9/15/2011,823.806,1581.688,54.672,1157.045,136.441,963.721,310.281,1249.506,1297.29,1169.474,3794.855
9/16/2011,840.369,1591.125,55.52,1163.313,136.471,976.843,310.896,1251.354,1302.261,1176.026,3824.064
9/19/2011,826.558,1559.002,53.729,1152.206,131.091,949.391,299.789,1207.969,1289.129,1156.534,3713.602
9/20/2011,818.06,1589.994,53.729,1149.801,134.64,951.149,307.898,1239.794,1286.965,1161.938,3672.764
9/21/2011,824.613,1567.84,53.223,1116.316,132.176,940.016,301.961,1217.065,1249.625,1137.175,3556.994
9/22/2011,802.485,1495.315,50.034,1080.153,123.543,880.644,282.335,1141.325,1205.832,1089.333,3321.979
9/23/2011,790.675,1502.958,49.227,1086.708,125.089,861.529,285.548,1153.154,1211.815,1094.923,3303.251
9/26/2011,784.777,1509.641,47.73,1111.14,127.479,851.51,289.834,1170.936,1238.212,1109.43,3378.156
9/27/2011,814.171,1569.989,50.337,1123.285,135.514,893.465,306.826,1236.814,1253.651,1140.156,3498.441
9/28/2011,821.126,1547.544,50.647,1099.696,134.079,891.052,302.335,1219.85,1226.894,1122.446,3439.261
9/29/2011,814.854,1541.295,50.638,1107.784,136.25,894.482,305.116,1231.909,1235.352,1129.698,3428.305
9/30/2011,814.979,1520.937,49.089,1080.155,131.73,880.434,296.623,1197.082,1205.669,1104.065,3341.902
10/3/2011,792.094,1505.167,46.261,1048.698,127.808,852.239,289.75,1170.584,1169.424,1074.812,3220.563
10/4/2011,786.582,1466.56,44.67,1072.454,124.512,831.215,281.496,1139.202,1191.512,1074.497,3202.516
10/5/2011,797.311,1512.867,44.67,1091.902,129.693,836.544,291.963,1177.201,1215.347,1096.162,3282.512
10/6/2011,827.327,1568.347,47.523,1112.327,134.712,864.078,302.301,1217.78,1239.621,1123.846,3393.004
10/7/2011,846.721,1572.107,49.143,1103.109,136.518,883.898,306.813,1234.793,1229.77,1126.152,3421.908
10/10/2011,854.244,1600.44,48.945,1140.689,141.237,898.265,316.018,1271.031,1268.314,1156.539,3530.876
10/11/2011,859.143,1599.492,50.662,1141.318,140.703,909.426,314.732,1265.9,1271.117,1159.277,3546.628
10/12/2011,854.974,1612.905,51.546,1152.368,145.79,923.154,323.717,1301.378,1285.425,1175.708,3566.386
10/13/2011,863.071,1601.488,53.24,1149.475,142.83,930.474,318.245,1278.976,1280.026,1169.207,3605.577
10/14/2011,855.205,1620.07,52.096,1169.669,146.047,935.502,324.747,1304.836,1303.866,1186.399,3666.302
10/17/2011,869.317,1611.526,53.529,1146.84,142.57,941.024,319.277,1283.89,1278.634,1171.84,3588.847
10/18/2011,851.207,1603.668,50.787,1170.14,141.473,925.133,316.257,1271.433,1303.293,1177.541,3616.933
10/19/2011,856.409,1615.644,51.286,1155.142,143.533,932.954,321.304,1290.229,1286.907,1174.97,3607.759
10/20/2011,841.863,1596.181,50.073,1160.112,139.309,907.714,313.201,1261.421,1290.737,1166.921,3508.415
10/21/2011,840.987,1626.796,50.233,1182.182,145.433,920.071,326.033,1312.099,1315.79,1194.33,3598.715
10/24/2011,864.205,1644.519,52.62,1198.296,147.263,949.393,330.019,1326.791,1334.696,1211.885,3684.879
10/25/2011,859.475,1638.028,53.434,1174.178,146.212,955.283,328.417,1319.63,1308.19,1195.813,3678.78
10/26/2011,862.382,1646.091,54.212,1186.296,144.939,960.378,327.134,1314.655,1321.469,1200.429,3716.486
10/27/2011,884.151,1693.07,56.734,1226.649,156.175,993.814,347.257,1392.713,1367.704,1250.822,3892.792
10/28/2011,885.348,1689.729,57.013,1227.243,155.795,1010.119,347.297,1393.797,1369.112,1254.203,3967.404
10/31/2011,873.481,1643.13,56.374,1197.165,148.605,995.562,333.737,1341.106,1335.633,1217.296,3912.44
11/1/2011,860.136,1606.952,54.844,1163.836,138.683,968.691,316.098,1270.824,1297.208,1174.773,3750.989
11/2/2011,849.728,1625.079,56.172,1182.326,141.79,977.108,321.925,1293.814,1318.025,1189.295,3766.393
11/3/2011,846.996,1642.848,55.253,1204.451,144.896,973.993,327.255,1314.255,1342.762,1206.762,3834.919
11/4/2011,869.529,1637.718,57.006,1197.649,142.138,989.628,324.261,1302.585,1334.519,1203.067,3835.588
11/7/2011,867.48,1632.937,56.513,1204.926,141.28,990.288,322.697,1294.937,1342.507,1204.973,3875.716
11/8/2011,871.607,1649.775,56.368,1218.827,143.098,990.55,326.928,1311.427,1357.269,1215.688,3897.079
11/9/2011,882.467,1618.293,57.446,1173.963,137.519,980.015,315.722,1268.17,1307.875,1180.592,3786.276
11/10/2011,861.177,1613.81,54.618,1183.57,137.562,953.951,314.675,1263.408,1316.714,1178.919,3753.667
11/11/2011,871.693,1643.339,55.253,1206.677,143.077,971.155,326.034,1307.28,1342.895,1205.46,3867.473
11/14/2011,872.479,1635.823,56.65,1195.401,139.972,976.861,319.904,1284.508,1330.498,1194.555,3807.866
11/15/2011,868.375,1635.041,56.279,1201.237,136.913,969.196,315.301,1266.625,1335.671,1191.204,3804.086
11/16/2011,860.434,1630.183,55.065,1181.442,137.376,960.046,315.219,1266.827,1315.206,1178.948,3801.473
11/17/2011,862.777,1604.899,54.688,1161.344,135.389,951.966,310.642,1249.256,1292.104,1162.67,3713.422
11/18/2011,846.296,1586.933,53.329,1160.623,134.813,934.076,308.297,1240.477,1291.023,1157.5,3679.955
11/21/2011,843.124,1545.484,52.408,1139.135,129.648,909.838,296.795,1195.889,1266.445,1130.984,3591.311
11/22/2011,836.969,1540.8,52.509,1134.463,128.573,909.336,295.337,1190.53,1262.102,1127.249,3563.283
11/23/2011,820.388,1521.144,51.237,1109.338,125.12,885.256,288.112,1162.378,1233.436,1102.892,3443.484
11/24/2011,819.3,1517.167,51.61,1109.338,124.681,888.236,287.043,1157.488,1232.308,1099.84,3424.788
11/25/2011,806.174,1528.19,50.81,1106.399,125.216,877.405,288.255,1161.152,1229.279,1097.81,3376.712
11/28/2011,821.681,1571.835,51.875,1138.725,132.074,902.278,301.091,1211.667,1265.452,1132.349,3493.126
11/29/2011,830.885,1579.139,52.573,1141.256,132.67,909.483,303.071,1219.43,1269.234,1139.696,3486.693
11/30/2011,834.817,1629.27,51.7,1190.522,139.63,928.325,317.734,1275.982,1325.377,1184.604,3670.45
12/1/2011,857.294,1624.504,55.168,1188.346,138.628,959.118,315.437,1268.497,1322.049,1184.459,3726.905
12/2/2011,869.289,1643.113,55.171,1188.278,139.74,960.831,317.979,1277.029,1321.8,1187.636,3735.752
12/5/2011,875.944,1647.643,55.41,1200.376,141.786,966.193,321.837,1291.13,1334.792,1199.331,3792.126
12/6/2011,863.658,1648.026,54.56,1201.424,139.977,953.498,318.394,1278.715,1335.256,1193.676,3790.617
12/7/2011,869.965,1641.644,55.485,1203.531,139.378,959.335,317.903,1277.073,1338.359,1197.31,3770.115
12/8/2011,867.544,1622.991,55.152,1177.855,135.352,947.592,310.684,1250.445,1309.747,1174.6,3688.731
12/9/2011,851.045,1636.476,53.627,1197.685,138.577,934.176,315.629,1270.226,1329.964,1187.286,3736.256
12/12/2011,861.31,1606.664,53.537,1179.88,133.102,924.906,306.098,1233.461,1310.371,1168.923,3656.26
12/13/2011,849.298,1625.044,53.124,1169.295,131.467,916.865,304.96,1228.482,1297.708,1159.392,3624.635
12/14/2011,848.996,1588.745,52.839,1155.668,127.016,903.949,295.278,1190.942,1280.465,1139.045,3528.574
12/15/2011,838.493,1598.727,51.775,1159.501,128.56,896.679,298.697,1206.608,1284.497,1142.851,3547.722
12/16/2011,841.928,1594.834,52.715,1163.695,128.33,904.092,298.499,1205.915,1289.964,1146.476,3563.646
12/19/2011,823.225,1588.305,52.033,1149.857,128.025,888.766,297.693,1203.659,1274.944,1135.299,3511.854
12/20/2011,821.288,1604.485,51.906,1184.188,132.535,900.787,306.251,1236.216,1312.2,1163.898,3631.85
12/21/2011,838.982,1595.121,52.994,1186.407,130.847,916.205,303.188,1224.213,1314.748,1164.162,3604.633
12/22/2011,829.921,1614.85,52.937,1196.281,132.579,919.553,307.103,1238.942,1326.926,1173.46,3645.655
12/23/2011,839.748,1631.096,53.852,1206.975,133.326,927.704,309.084,1247.088,1338.406,1182.239,3656.356
12/26/2011,839.748,1631.096,53.848,1206.975,133.326,927.629,309.084,1247.088,1338.406,1182.85,3652.053
12/27/2011,839.748,1631.096,53.838,1207.164,133.62,924.277,309.737,1249.832,1338.446,1183.588,3652.251
12/28/2011,829.039,1630.167,53.132,1191.796,130.739,913.105,304.298,1229.589,1320.886,1167.961,3559.874
12/29/2011,826.212,1647.804,52.866,1204.552,132.212,914.209,306.875,1238.572,1334.89,1177.558,3600.548
12/30/2011,822.6,1649.404,52.916,1199.646,134.155,916.387,310.877,1255.535,1331.569,1182.595,3602.285
1/2/2012,822.6,1649.404,52.916,1199.646,137.092,917.084,314.65,1268.638,1331.569,1186.071,3628.128
1/3/2012,831.403,1686.833,54.215,1218.118,139.02,939.912,321.122,1295.303,1353.888,1206.093,3740.392
1/4/2012,849.944,1677.714,53.598,1218.439,135.586,937.54,315.616,1274.26,1353.715,1203.62,3762.427
1/5/2012,840.418,1664.587,53.771,1222.439,132.586,932.443,309.812,1251.734,1356.988,1197.032,3708.685
1/6/2012,832.97,1672.603,53.112,1219.596,131.206,927.061,308.126,1244.699,1353.255,1191.667,3685.094
1/9/2012,832.42,1661.403,54.187,1222.441,130.834,930.87,307.189,1241.264,1355.95,1192.485,3709.856
1/10/2012,842.29,1685.985,54.891,1233.537,134.362,948.819,314.011,1267.489,1368.884,1207.554,3799.107
1/11/2012,849.603,1678.104,55.465,1234.162,133.121,948.652,310.503,1253.08,1369.176,1204.301,3803.654
1/12/2012,848.139,1675.8,55.319,1237.324,134.693,953.48,312.095,1260.49,1372.615,1207.369,3834.737
1/13/2012,850.671,1667.639,55.658,1231.276,132.816,952.922,308.591,1245.856,1365.688,1201.059,3787.846
1/16/2012,840.843,1673.949,54.882,1231.276,134.136,951.831,311.165,1256.03,1366.626,1202.483,3850.608
1/17/2012,853.877,1684.759,56.991,1235.639,136.683,972.347,315.655,1273.069,1371.262,1211.635,3887.221
1/18/2012,853.736,1687.135,57.018,1249.529,137.412,980.929,317.488,1281.824,1386.319,1222.17,3967.876
1/19/2012,852.759,1698.24,57.775,1255.738,140.587,991.382,323.041,1304.58,1393.808,1233.004,3992.561
1/20/2012,857.363,1694.565,57.86,1256.352,140.606,995.078,323.207,1303.366,1393.938,1235.638,3992.657
1/23/2012,854.184,1710.551,57.86,1257.012,142.939,999.644,328.19,1322.572,1396.947,1242.69,4024.049
1/24/2012,854.582,1701.61,57.86,1255.903,141.428,997.604,325.292,1311.711,1393.939,1237.125,3997.818
1/25/2012,865.802,1693.046,57.86,1267.093,140.999,999.598,323.815,1304.68,1406.567,1243.353,4012.641
1/26/2012,865.802,1713.648,58.993,1259.915,145.397,1014.976,332.366,1337.858,1400.004,1250.634,4072.143
1/27/2012,869.322,1695.481,59.112,1258.191,143.751,1016.61,328.512,1322.196,1397.994,1246.038,4049.11
1/30/2012,865.727,1676.966,57.721,1255.12,141.609,1006.167,324.44,1306.052,1394.165,1238.887,4026.094
1/31/2012,863.537,1680.279,58.554,1254.697,142.257,1019.394,326.454,1312.83,1394.062,1240.894,4051.438
2/1/2012,855.775,1712.296,58.399,1266.404,146.651,1029.852,335.768,1349.486,1407.218,1257.584,4148.591
2/2/2012,864.138,1713.502,59.866,1268.063,146.839,1043.957,335.882,1349.245,1409.197,1259.913,4166.82
2/3/2012,860.186,1744.402,59.97,1286.618,148.403,1048.356,340.402,1366.923,1428.647,1273.743,4205.922
2/6/2012,869.082,1742.293,59.707,1286.306,147.448,1047.216,338.918,1360.756,1428.038,1273.46,4225.608
2/7/2012,864.087,1741.772,59.536,1288.735,149.385,1048.558,342.181,1374.372,1430.154,1278.271,4245.941
2/8/2012,867.218,1737.818,60.828,1291.441,149.586,1060.7,341.73,1372.935,1432.908,1281.234,4249.277
2/9/2012,865.158,1743.715,61.007,1293.704,150.693,1061.685,343.798,1381.477,1435.105,1284.242,4245.263
2/10/2012,856.791,1731.092,60.056,1284.526,147.233,1042.152,337.464,1357.319,1423.788,1269.663,4153.211
2/13/2012,865.079,1747.287,60.169,1293.195,148.244,1053,340.703,1370.302,1432.813,1279.204,4226.217
2/14/2012,856.776,1745.563,59.971,1292.159,146.986,1046.958,337.725,1358.532,1431.248,1273.911,4173.379
2/15/2012,859.677,1742.882,61.339,1285.529,146.849,1058.472,337.868,1359.622,1425.044,1274.572,4171.461
2/16/2012,844.6,1740.817,61.041,1300.064,146.306,1049.24,337.403,1358.314,1440.758,1280.157,4195.638
2/17/2012,846.472,1746.193,61.6,1302.663,149.535,1062.46,342.697,1378.65,1443.459,1288.051,4237.585
2/20/2012,859.6,1757.82,61.375,1302.663,152.654,1066.512,348.377,1400.512,1444.061,1296.425,4252.58
2/21/2012,866.09,1752.857,61.352,1303.207,151.875,1064.414,346.468,1393.429,1445.844,1294.618,4238.513
2/22/2012,866.281,1749.843,62.095,1299.088,150.336,1064.56,342.72,1379.249,1442.01,1288.977,4240.608
2/23/2012,865.058,1756.162,61.541,1304.899,150.453,1059.256,343.816,1384.619,1448.442,1294.344,4236.246
2/24/2012,869.203,1755.23,61.574,1307.09,153.036,1067.56,348.661,1403.288,1450.379,1300.569,4255.213
2/27/2012,860.605,1749.475,60.992,1308.585,151.547,1056.513,345.912,1391.887,1451.499,1298.085,4224.82
2/28/2012,858.623,1753.24,62.056,1312.9,152.302,1068.823,347.415,1397.108,1456.898,1302.996,4275.909
2/29/2012,866.007,1736.403,62.376,1306.743,151.483,1079.443,346.304,1392.16,1451.008,1298.72,4256.234
3/1/2012,856.898,1754.258,61.177,1315.118,152.894,1076.421,349.162,1401.739,1460.249,1304.481,4307.773
3/2/2012,860.195,1748.23,61.915,1310.918,151.528,1079.936,345.855,1389.041,1454.836,1298.505,4316.461
3/5/2012,858.248,1737.845,60.913,1305.527,150.852,1065.301,344.148,1383.575,1447.395,1292.05,4253.8
3/6/2012,846.735,1705.799,59.426,1285.109,144.557,1041.201,331.799,1335.391,1423.365,1265.484,4108.232
3/7/2012,834.963,1713.757,58.871,1294.265,145.728,1037.713,333.599,1343.727,1432.837,1270.771,4121.699
3/8/2012,840.168,1733.723,59.903,1307.203,150.705,1052.69,342.996,1380.128,1448.239,1290.382,4175.825
3/9/2012,848.79,1742.116,60.597,1311.819,149.302,1060.008,340.695,1370.856,1453.918,1291.861,4185.948
3/12/2012,845.197,1743.566,60.62,1311.65,149.508,1050.502,340.333,1369.625,1452.284,1289.613,4099.804
3/13/2012,855.475,1762.236,61.143,1335.319,151.634,1066.543,345.777,1390.441,1477.875,1308.592,4224.425
3/14/2012,863.203,1759.15,60.905,1333.364,151.523,1066.83,344.786,1385.521,1474.154,1305.706,4186.795
3/15/2012,861.272,1757.408,60.704,1341.349,153.048,1065.453,346.562,1394.021,1482.987,1314.449,4192.712
3/16/2012,861.316,1764.903,60.519,1342.899,154.91,1063.343,351.185,1412.062,1485.218,1320.957,4199.443
3/19/2012,864.136,1764.083,59.599,1348.111,155.772,1061.314,352.679,1418.009,1490.844,1325.651,4204.636
3/20/2012,861.579,1743.775,58.759,1343.708,153.742,1049.788,347.853,1399.698,1485.192,1316.707,4147.852
3/21/2012,857.041,1743.864,58.562,1341.51,152.988,1047.619,346.661,1394.993,1483.06,1312.394,4143.07
3/22/2012,861.422,1730.134,58.635,1331.753,150.986,1040.576,342.422,1379.026,1471.563,1304.326,4095.867
3/23/2012,861.092,1732.954,58.14,1336.031,151.843,1041.956,344.416,1386.86,1477.184,1308.247,4112.919
3/26/2012,859.212,1747.147,57.921,1354.396,153.828,1044.312,349.193,1405.965,1497.754,1323.378,4191.442
3/27/2012,867.287,1737.428,59.034,1350.325,152.983,1055.417,347.467,1399.144,1492.837,1322.318,4184.554
3/28/2012,876.222,1719.903,58.415,1343.315,150.979,1043.903,342.524,1380.827,1484.374,1312.447,4114.534
3/29/2012,876.057,1700.113,57.612,1341.398,148.403,1032.604,337.84,1362.247,1481.314,1305.421,4086.75
3/30/2012,874.99,1707.885,58.142,1346.479,150.526,1041.447,342.04,1379.739,1486.824,1312.011,4107.798
4/2/2012,873.469,1739.296,58.122,1356.687,151.854,1047.721,346.983,1398.736,1499.228,1324.257,4149.076
4/3/2012,874.793,1728.62,59.087,1351.477,150.121,1055.628,343.835,1387.017,1492.395,1316.884,4132.058
4/4/2012,874.822,1689.128,59.087,1337.469,143.632,1037.326,330.847,1335.894,1475.726,1291.811,4045.416
4/5/2012,872.535,1694.842,58.715,1336.701,142.928,1037.263,329.892,1331.977,1474.794,1290.089,4052.547
4/6/2012,872.535,1694.842,58.713,1336.701,142.928,1036.706,329.888,1331.977,1474.794,1289.028,4052.547
4/9/2012,872.535,1694.842,58.7,1321.691,143.01,1026.292,330.082,1332.868,1458.006,1280.141,4013.694
4/10/2012,867.092,1656.846,57.981,1298.792,139.09,1016.169,321.807,1300.678,1433.447,1259.339,3947.149
4/11/2012,857.96,1668.359,57.425,1308.596,140.74,1016.208,325.509,1314.162,1444.337,1266.597,3958.719
4/12/2012,864.492,1690.285,58.179,1326.712,142.467,1024.898,330.377,1333.915,1465.296,1284.254,4038.879
4/13/2012,873.086,1672.722,59.384,1310.499,138.161,1027.306,322.721,1304.495,1446.871,1268.349,3970.708
4/16/2012,868.842,1676.705,59.112,1309.43,138.371,1020.004,323.091,1306.928,1445.471,1266.942,3947.354
4/17/2012,866.598,1706.363,58.803,1329.58,142.761,1020.08,331.878,1341.284,1468.678,1287.09,3973.82
4/18/2012,878.609,1699.921,59.405,1324.42,140.36,1023.754,329.091,1330.455,1463.191,1283.872,3955.575
4/19/2012,880.897,1699.652,59.934,1316.794,138.557,1023.486,327.457,1325.973,1455.254,1277.721,3913.168
4/20/2012,881.351,1707.522,59.947,1318.342,140.256,1021.508,330.847,1339.573,1456.951,1281.713,3940.761
4/23/2012,878.672,1676.364,58.837,1307.164,135.278,1007.959,321.022,1300.357,1443.48,1264.215,3882.405
4/24/2012,880.472,1689.214,58.844,1311.658,138.362,1011.127,326.627,1321.531,1448.855,1271.804,3913.29
4/25/2012,880.472,1691.431,58.795,1330.008,140.743,1011.537,329.585,1332.495,1469.123,1285.52,3894.825
4/26/2012,883.667,1700.838,59.33,1338.963,141.226,1015.944,331.585,1339.216,1478.483,1293.43,3901.519
4/27/2012,880.56,1708.883,59.202,1342.063,142.944,1019.498,335.088,1351.4,1483.075,1298.712,3925.504
4/30/2012,887.573,1697.384,60.156,1336.754,140.862,1026.016,331.832,1339.215,1477.436,1293.991,3923.646
5/1/2012,894.748,1719.361,60.156,1344.089,140.768,1025.556,333.367,1344.363,1485.685,1296.982,3911.729
5/2/2012,896.547,1703.274,60.565,1340.903,139.189,1029.831,329.787,1331.262,1480.647,1291.502,3920.622
5/3/2012,896.013,1706.364,60.258,1329.795,139.041,1024.273,330.053,1332.194,1467.462,1284.441,3879.079
5/4/2012,889.845,1673.558,59.863,1308.258,136.221,1012.957,322.994,1305.368,1443.174,1264.985,3823.448
5/7/2012,871.423,1673.558,58.286,1308.87,137.212,1001.846,324.134,1308.064,1443.488,1260.927,3841.111
5/8/2012,873.176,1644.633,57.996,1303.33,134.039,992.549,317.239,1281.185,1435.632,1250.582,3758.561
5/9/2012,866.126,1637.509,57.172,1294.661,132.96,977.905,314.778,1270.818,1426.125,1240.848,3698.87
5/10/2012,869.443,1641.292,56.903,1297.992,134.287,980.69,317.287,1279.748,1430.323,1245.043,3711
5/11/2012,867.259,1650.689,56.146,1293.767,134.555,971.014,317.882,1282.482,1426.329,1242.404,3690.911
5/14/2012,870.129,1618.522,55.465,1279.234,130.347,952,309.413,1249.244,1408.947,1224.337,3557.427
5/15/2012,864.351,1610.51,55.795,1271.776,128.467,946.098,305.602,1235.112,1399.802,1213.994,3495.353
5/16/2012,844.338,1600.561,53.799,1266.059,127.757,924.262,302.726,1224.601,1393.316,1204.635,3467.158
5/17/2012,841.645,1581.154,53.94,1246.28,125.812,920.776,297.835,1207.433,1372.391,1191.485,3395.46
5/18/2012,818.819,1560.088,53.252,1236.802,125.382,906.61,295.148,1195.29,1362.054,1178.43,3389.13
5/21/2012,824.603,1570.688,53.172,1257.273,126.431,913.39,297.81,1205.734,1382.284,1191.452,3444.407
5/22/2012,833.345,1599.947,53.806,1257.746,128.786,919.281,303.35,1227.796,1385.065,1199.88,3412.479
5/23/2012,822.87,1559.519,53.149,1260.004,123.656,896.964,292.491,1184.889,1387.317,1187.358,3310.34
5/24/2012,820.933,1584.647,52.834,1261.681,124.685,902.093,295.726,1196.991,1389.268,1191.464,3353.747
5/25/2012,815.209,1585.387,52.829,1259.145,124.217,902.134,294.786,1193.333,1386.383,1188.559,3392.504
5/28/2012,823.02,1586.824,53.218,1259.145,124,909.419,295.316,1195.309,1386.654,1190.116,3441.442
5/29/2012,832.033,1596.697,54.331,1273.011,124.963,921.707,297.318,1203.661,1401.533,1201.506,3434.459
5/30/2012,827.697,1569.466,53.559,1254.522,121.146,907.885,288.862,1171.775,1380.219,1181.366,3379.688
5/31/2012,822.765,1576.678,53.341,1251.287,120.707,906.296,287.485,1164.809,1377.186,1177.645,3393.752
6/1/2012,821.55,1558.961,52.973,1219.837,117.792,893.859,281.746,1142.639,1343.212,1152.971,3320.122
